2025-10-25 22:40:16,415 | INFO | golden_backtest | #0001 🎯 SELL @ $3363.40 | P&L: $1.58 | Balance: $101.58 | Reason: Golden Trend SELL: EMA Stack✅ MACD-✅ RSI:32.6✅ ADX:41.9✅
2025-10-25 22:40:22,277 | INFO | golden_backtest | #0473 🎯 BUY @ $3796.40 | P&L: $1.79 | Balance: $1047.35 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.5✅ ADX:38.6✅
2025-10-25 22:40:22,281 | INFO | golden_backtest | #0474 🎯 BUY @ $3796.90 | P&L: $2.24 | Balance: $1049.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.3✅ ADX:36.4✅
2025-10-25 22:40:22,285 | INFO | golden_backtest | #0475 🎯 BUY @ $3797.70 | P&L: $1.92 | Balance: $1051.50 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.1✅ ADX:34.8✅
2025-10-25 22:40:22,289 | INFO | golden_backtest | #0476 🎯 BUY @ $3796.10 | P&L: $1.83 | Balance: $1053.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:40.2✅ ADX:34.0✅
2025-10-25 22:40:22,314 | INFO | golden_backtest | #0477 🎯 BUY @ $3808.00 | P&L: $2.43 | Balance: $1055.76 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.2✅ ADX:30.7✅
2025-10-25 22:40:22,318 | INFO | golden_backtest | #0478 🎯 BUY @ $3804.40 | P&L: $2.44 | Balance: $1058.21 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.7✅ ADX:29.7✅
2025-10-25 22:40:22,322 | INFO | golden_backtest | #0479 🎯 BUY @ $3810.90 | P&L: $2.20 | Balance: $1060.41 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.0✅ ADX:27.8✅
2025-10-25 22:40:22,327 | INFO | golden_backtest | #0480 🎯 BUY @ $3802.70 | P&L: $1.57 | Balance: $1061.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:45.4✅ ADX:26.4✅
2025-10-25 22:40:22,331 | INFO | golden_backtest | #0481 🎯 BUY @ $3801.40 | P&L: $1.50 | Balance: $1063.49 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.5✅ ADX:26.7✅
2025-10-25 22:40:22,335 | INFO | golden_backtest | #0482 🎯 BUY @ $3795.00 | P&L: $1.80 | Balance: $1065.29 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.8✅ ADX:26.9✅
2025-10-25 22:40:22,339 | INFO | golden_backtest | #0483 🎯 BUY @ $3802.30 | P&L: $2.44 | Balance: $1067.73 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.2✅ ADX:27.3✅
2025-10-25 22:40:22,343 | INFO | golden_backtest | #0484 🎯 BUY @ $3801.00 | P&L: $1.65 | Balance: $1069.38 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.5✅ ADX:28.1✅
2025-10-25 22:40:22,348 | INFO | golden_backtest | #0485 🎯 BUY @ $3794.50 | P&L: $1.52 | Balance: $1070.91 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.9✅ ADX:26.4✅
2025-10-25 22:40:22,352 | INFO | golden_backtest | #0486 🎯 BUY @ $3784.80 | P&L: $2.15 | Balance: $1073.06 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:41.9✅ ADX:22.2✅
2025-10-25 22:40:22,536 | INFO | golden_backtest | #0487 🎯 BUY @ $3792.40 | P&L: $2.32 | Balance: $1075.38 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.1✅ ADX:20.4✅
2025-10-25 22:40:22,540 | INFO | golden_backtest | #0488 🎯 BUY @ $3808.60 | P&L: $1.98 | Balance: $1077.36 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.7✅ ADX:22.2✅
2025-10-25 22:40:22,557 | INFO | golden_backtest | #0489 🎯 BUY @ $3808.60 | P&L: $2.03 | Balance: $1079.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:70.0✅ ADX:33.9✅
2025-10-25 22:40:22,561 | INFO | golden_backtest | #0490 🎯 BUY @ $3795.80 | P&L: $2.37 | Balance: $1081.77 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.0✅ ADX:34.6✅
2025-10-25 22:40:22,565 | INFO | golden_backtest | #0491 🎯 BUY @ $3809.00 | P&L: $2.12 | Balance: $1083.88 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.3✅ ADX:34.2✅
2025-10-25 22:40:22,569 | INFO | golden_backtest | #0492 🎯 BUY @ $3800.10 | P&L: $1.84 | Balance: $1085.72 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.9✅ ADX:34.8✅
2025-10-25 22:40:22,574 | INFO | golden_backtest | #0493 🎯 BUY @ $3795.90 | P&L: $1.57 | Balance: $1087.30 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:56.6✅ ADX:34.6✅
2025-10-25 22:40:22,578 | INFO | golden_backtest | #0494 🎯 BUY @ $3816.10 | P&L: $1.96 | Balance: $1089.25 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.3✅ ADX:36.9✅
2025-10-25 22:40:22,582 | INFO | golden_backtest | #0495 🎯 BUY @ $3808.00 | P&L: $2.13 | Balance: $1091.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.6✅ ADX:40.0✅
2025-10-25 22:40:22,586 | INFO | golden_backtest | #0496 🎯 BUY @ $3822.10 | P&L: $2.37 | Balance: $1093.76 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.4✅ ADX:43.6✅
2025-10-25 22:40:22,590 | INFO | golden_backtest | #0497 🎯 BUY @ $3823.50 | P&L: $1.74 | Balance: $1095.49 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.8✅ ADX:46.6✅
2025-10-25 22:40:22,595 | INFO | golden_backtest | #0498 🎯 BUY @ $3833.60 | P&L: $2.36 | Balance: $1097.85 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.8✅ ADX:47.2✅
2025-10-25 22:40:22,599 | INFO | golden_backtest | #0499 🎯 BUY @ $3841.80 | P&L: $1.72 | Balance: $1099.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.6✅ ADX:46.1✅
2025-10-25 22:40:22,603 | INFO | golden_backtest | #0500 🎯 BUY @ $3846.50 | P&L: $1.96 | Balance: $1101.52 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.4✅ ADX:45.1✅
2025-10-25 22:40:22,607 | INFO | golden_backtest | #0501 🎯 BUY @ $3836.10 | P&L: $2.28 | Balance: $1103.80 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.4✅ ADX:43.8✅
2025-10-25 22:40:22,612 | INFO | golden_backtest | #0502 🎯 BUY @ $3848.50 | P&L: $1.81 | Balance: $1105.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.4✅ ADX:41.8✅
2025-10-25 22:40:22,616 | INFO | golden_backtest | #0503 🎯 BUY @ $3837.50 | P&L: $2.40 | Balance: $1108.01 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.3✅ ADX:39.9✅
2025-10-25 22:40:22,620 | INFO | golden_backtest | #0504 🎯 BUY @ $3847.70 | P&L: $1.99 | Balance: $1109.99 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.9✅ ADX:41.2✅
2025-10-25 22:40:22,624 | INFO | golden_backtest | #0505 🎯 BUY @ $3858.20 | P&L: $1.91 | Balance: $1111.90 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.3✅ ADX:44.7✅
2025-10-25 22:40:22,629 | INFO | golden_backtest | #0506 🎯 BUY @ $3843.50 | P&L: $1.68 | Balance: $1113.59 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.5✅ ADX:47.1✅
2025-10-25 22:40:22,633 | INFO | golden_backtest | #0507 🎯 BUY @ $3850.70 | P&L: $1.73 | Balance: $1115.32 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.1✅ ADX:49.4✅
2025-10-25 22:40:22,637 | INFO | golden_backtest | #0508 🎯 BUY @ $3857.10 | P&L: $2.07 | Balance: $1117.39 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.8✅ ADX:50.8✅
2025-10-25 22:40:22,645 | INFO | golden_backtest | #0509 🎯 BUY @ $3858.90 | P&L: $2.24 | Balance: $1119.63 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.8✅ ADX:51.3✅
2025-10-25 22:40:22,650 | INFO | golden_backtest | #0510 🎯 BUY @ $3857.60 | P&L: $1.78 | Balance: $1121.41 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.5✅ ADX:50.3✅
2025-10-25 22:40:22,654 | INFO | golden_backtest | #0511 🎯 BUY @ $3853.20 | P&L: $2.20 | Balance: $1123.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:59.4✅ ADX:48.2✅
2025-10-25 22:40:22,658 | INFO | golden_backtest | #0512 🎯 BUY @ $3857.10 | P&L: $1.84 | Balance: $1125.45 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.7✅ ADX:46.0✅
2025-10-25 22:40:22,662 | INFO | golden_backtest | #0513 🎯 BUY @ $3862.90 | P&L: $2.31 | Balance: $1127.76 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.1✅ ADX:43.3✅
2025-10-25 22:40:22,666 | INFO | golden_backtest | #0514 🎯 BUY @ $3859.10 | P&L: $1.57 | Balance: $1129.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.2✅ ADX:41.8✅
2025-10-25 22:40:22,671 | INFO | golden_backtest | #0515 🎯 BUY @ $3861.10 | P&L: $2.07 | Balance: $1131.40 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.5✅ ADX:40.3✅
2025-10-25 22:40:22,675 | INFO | golden_backtest | #0516 🎯 BUY @ $3867.40 | P&L: $2.00 | Balance: $1133.40 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.9✅ ADX:39.8✅
2025-10-25 22:40:22,679 | INFO | golden_backtest | #0517 🎯 BUY @ $3877.20 | P&L: $1.52 | Balance: $1134.92 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.7✅ ADX:38.7✅
2025-10-25 22:40:22,683 | INFO | golden_backtest | #0518 🎯 BUY @ $3876.50 | P&L: $2.28 | Balance: $1137.20 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.3✅ ADX:35.5✅
2025-10-25 22:40:22,700 | INFO | golden_backtest | #0519 🎯 BUY @ $3883.90 | P&L: $1.54 | Balance: $1138.74 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.8✅ ADX:36.5✅
2025-10-25 22:40:22,704 | INFO | golden_backtest | #0520 🎯 BUY @ $3872.20 | P&L: $1.90 | Balance: $1140.65 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.9✅ ADX:34.3✅
2025-10-25 22:40:22,708 | INFO | golden_backtest | #0521 🎯 BUY @ $3843.80 | P&L: $1.54 | Balance: $1142.18 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.8✅ ADX:32.8✅
2025-10-25 22:40:22,717 | INFO | golden_backtest | #0522 🎯 BUY @ $3839.40 | P&L: $1.78 | Balance: $1143.96 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.4✅ ADX:34.2✅
2025-10-25 22:40:22,721 | INFO | golden_backtest | #0523 🎯 BUY @ $3842.60 | P&L: $2.25 | Balance: $1146.21 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:42.3✅ ADX:35.6✅
2025-10-25 22:40:22,725 | INFO | golden_backtest | #0524 🎯 BUY @ $3847.50 | P&L: $1.75 | Balance: $1147.96 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:45.6✅ ADX:35.9✅
2025-10-25 22:40:22,729 | INFO | golden_backtest | #0525 🎯 BUY @ $3852.40 | P&L: $2.25 | Balance: $1150.21 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.8✅ ADX:35.6✅
2025-10-25 22:40:22,734 | INFO | golden_backtest | #0526 🎯 BUY @ $3881.70 | P&L: $2.43 | Balance: $1152.63 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.5✅ ADX:33.6✅
2025-10-25 22:40:22,738 | INFO | golden_backtest | #0527 🎯 BUY @ $3866.30 | P&L: $2.05 | Balance: $1154.68 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.7✅ ADX:30.9✅
2025-10-25 22:40:22,742 | INFO | golden_backtest | #0528 🎯 BUY @ $3873.80 | P&L: $1.93 | Balance: $1156.61 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.2✅ ADX:29.3✅
2025-10-25 22:40:22,746 | INFO | golden_backtest | #0529 🎯 BUY @ $3872.20 | P&L: $2.27 | Balance: $1158.88 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.2✅ ADX:26.3✅
2025-10-25 22:40:22,751 | INFO | golden_backtest | #0530 🎯 BUY @ $3876.00 | P&L: $2.08 | Balance: $1160.96 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.0✅ ADX:23.0✅
2025-10-25 22:40:22,792 | INFO | golden_backtest | #0531 🎯 BUY @ $3890.80 | P&L: $1.49 | Balance: $1162.45 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.0✅ ADX:41.6✅
2025-10-25 22:40:22,825 | INFO | golden_backtest | #0532 🎯 BUY @ $3887.10 | P&L: $1.65 | Balance: $1164.10 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.5✅ ADX:43.1✅
2025-10-25 22:40:22,854 | INFO | golden_backtest | #0533 🎯 BUY @ $3911.10 | P&L: $2.00 | Balance: $1166.10 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.6✅ ADX:55.7✅
2025-10-25 22:40:22,858 | INFO | golden_backtest | #0534 🎯 BUY @ $3897.50 | P&L: $2.07 | Balance: $1168.16 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.6✅ ADX:56.7✅
2025-10-25 22:40:22,862 | INFO | golden_backtest | #0535 🎯 BUY @ $3899.80 | P&L: $1.97 | Balance: $1170.14 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.5✅ ADX:54.2✅
2025-10-25 22:40:22,867 | INFO | golden_backtest | #0536 🎯 BUY @ $3899.90 | P&L: $2.14 | Balance: $1172.27 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.1✅ ADX:49.0✅
2025-10-25 22:40:22,871 | INFO | golden_backtest | #0537 🎯 BUY @ $3895.10 | P&L: $2.44 | Balance: $1174.71 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:49.1✅ ADX:43.4✅
2025-10-25 22:40:22,875 | INFO | golden_backtest | #0538 🎯 BUY @ $3897.60 | P&L: $2.32 | Balance: $1177.03 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.2✅ ADX:37.8✅
2025-10-25 22:40:22,880 | INFO | golden_backtest | #0539 🎯 BUY @ $3887.40 | P&L: $1.86 | Balance: $1178.89 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.6✅ ADX:32.6✅
2025-10-25 22:40:22,884 | INFO | golden_backtest | #0540 🎯 BUY @ $3888.70 | P&L: $1.68 | Balance: $1180.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:47.6✅ ADX:28.1✅
2025-10-25 22:40:22,888 | INFO | golden_backtest | #0541 🎯 BUY @ $3894.30 | P&L: $1.63 | Balance: $1182.20 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.0✅ ADX:24.5✅
2025-10-25 22:40:22,892 | INFO | golden_backtest | #0542 🎯 BUY @ $3892.60 | P&L: $1.76 | Balance: $1183.96 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.3✅ ADX:22.7✅
2025-10-25 22:40:22,917 | INFO | golden_backtest | #0543 🎯 BUY @ $3891.50 | P&L: $2.46 | Balance: $1186.42 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.2✅ ADX:22.3✅
2025-10-25 22:40:22,926 | INFO | golden_backtest | #0544 🎯 BUY @ $3892.90 | P&L: $2.06 | Balance: $1188.48 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.7✅ ADX:23.3✅
2025-10-25 22:40:22,930 | INFO | golden_backtest | #0545 🎯 BUY @ $3889.00 | P&L: $1.59 | Balance: $1190.07 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.4✅ ADX:23.5✅
2025-10-25 22:40:22,934 | INFO | golden_backtest | #0546 🎯 BUY @ $3894.00 | P&L: $2.19 | Balance: $1192.26 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:46.9✅ ADX:23.7✅
2025-10-25 22:40:22,938 | INFO | golden_backtest | #0547 🎯 BUY @ $3899.30 | P&L: $2.39 | Balance: $1194.66 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.4✅ ADX:23.9✅
2025-10-25 22:40:22,943 | INFO | golden_backtest | #0548 🎯 BUY @ $3904.30 | P&L: $1.84 | Balance: $1196.50 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.9✅ ADX:25.0✅
2025-10-25 22:40:22,947 | INFO | golden_backtest | #0549 🎯 BUY @ $3906.60 | P&L: $2.20 | Balance: $1198.70 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.7✅ ADX:26.0✅
2025-10-25 22:40:22,951 | INFO | golden_backtest | #0550 🎯 BUY @ $3911.20 | P&L: $2.28 | Balance: $1200.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.7✅ ADX:27.9✅
2025-10-25 22:40:22,960 | INFO | golden_backtest | #0551 🎯 BUY @ $3899.70 | P&L: $2.01 | Balance: $1202.99 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.9✅ ADX:27.9✅
2025-10-25 22:40:23,043 | INFO | golden_backtest | #0552 🎯 BUY @ $3888.90 | P&L: $2.40 | Balance: $1205.40 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.0✅ ADX:26.7✅
2025-10-25 22:40:23,047 | INFO | golden_backtest | #0553 🎯 BUY @ $3885.30 | P&L: $1.89 | Balance: $1207.28 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:53.9✅ ADX:25.9✅
2025-10-25 22:40:23,052 | INFO | golden_backtest | #0554 🎯 BUY @ $3898.40 | P&L: $2.39 | Balance: $1209.68 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:62.2✅ ADX:24.7✅
2025-10-25 22:40:23,056 | INFO | golden_backtest | #0555 🎯 BUY @ $3907.30 | P&L: $1.90 | Balance: $1211.57 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.9✅ ADX:24.5✅
2025-10-25 22:40:23,060 | INFO | golden_backtest | #0556 🎯 BUY @ $3904.30 | P&L: $2.23 | Balance: $1213.80 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.7✅ ADX:23.8✅
2025-10-25 22:40:23,148 | INFO | golden_backtest | #0557 🎯 BUY @ $3957.60 | P&L: $2.26 | Balance: $1216.06 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.3✅ ADX:72.8✅
2025-10-25 22:40:23,169 | INFO | golden_backtest | #0558 🎯 BUY @ $3982.50 | P&L: $2.12 | Balance: $1218.18 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.9✅ ADX:68.3✅
2025-10-25 22:40:23,173 | INFO | golden_backtest | #0559 🎯 BUY @ $3983.00 | P&L: $1.71 | Balance: $1219.89 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.9✅ ADX:66.1✅
2025-10-25 22:40:23,186 | INFO | golden_backtest | #0560 🎯 BUY @ $3968.60 | P&L: $1.75 | Balance: $1221.64 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:52.1✅ ADX:58.5✅
2025-10-25 22:40:23,190 | INFO | golden_backtest | #0561 🎯 BUY @ $3974.10 | P&L: $2.45 | Balance: $1224.09 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:55.0✅ ADX:53.1✅
2025-10-25 22:40:23,195 | INFO | golden_backtest | #0562 🎯 BUY @ $3977.70 | P&L: $1.57 | Balance: $1225.66 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.2✅ ADX:48.5✅
2025-10-25 22:40:23,199 | INFO | golden_backtest | #0563 🎯 BUY @ $3983.10 | P&L: $2.03 | Balance: $1227.69 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.0✅ ADX:44.9✅
2025-10-25 22:40:23,203 | INFO | golden_backtest | #0564 🎯 BUY @ $3989.80 | P&L: $2.29 | Balance: $1229.98 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:66.1✅ ADX:42.0✅
2025-10-25 22:40:23,216 | INFO | golden_backtest | #0565 🎯 BUY @ $4009.00 | P&L: $2.02 | Balance: $1232.00 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:69.2✅ ADX:39.7✅
2025-10-25 22:40:23,220 | INFO | golden_backtest | #0566 🎯 BUY @ $3988.70 | P&L: $1.78 | Balance: $1233.79 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.2✅ ADX:37.3✅
2025-10-25 22:40:23,225 | INFO | golden_backtest | #0567 🎯 BUY @ $3999.90 | P&L: $2.06 | Balance: $1235.85 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.5✅ ADX:35.0✅
2025-10-25 22:40:23,229 | INFO | golden_backtest | #0568 🎯 BUY @ $4003.90 | P&L: $1.58 | Balance: $1237.43 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.3✅ ADX:33.7✅
2025-10-25 22:40:23,233 | INFO | golden_backtest | #0569 🎯 BUY @ $4003.80 | P&L: $1.91 | Balance: $1239.34 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.0✅ ADX:32.1✅
2025-10-25 22:40:23,237 | INFO | golden_backtest | #0570 🎯 BUY @ $4002.50 | P&L: $2.42 | Balance: $1241.75 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:60.1✅ ADX:30.1✅
2025-10-25 22:40:23,242 | INFO | golden_backtest | #0571 🎯 BUY @ $4007.90 | P&L: $2.06 | Balance: $1243.81 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:61.8✅ ADX:27.8✅
2025-10-25 22:40:23,330 | INFO | golden_backtest | #0572 🎯 BUY @ $4070.50 | P&L: $1.52 | Balance: $1245.33 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:65.2✅ ADX:68.3✅
2025-10-25 22:40:23,334 | INFO | golden_backtest | #0573 🎯 BUY @ $4064.20 | P&L: $2.39 | Balance: $1247.73 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:58.3✅ ADX:65.4✅
2025-10-25 22:40:23,338 | INFO | golden_backtest | #0574 🎯 BUY @ $4060.60 | P&L: $1.97 | Balance: $1249.70 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:54.6✅ ADX:62.4✅
2025-10-25 22:40:23,342 | INFO | golden_backtest | #0575 🎯 BUY @ $4039.90 | P&L: $2.43 | Balance: $1252.13 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:41.1✅ ADX:58.3✅
2025-10-25 22:40:23,363 | INFO | golden_backtest | #0576 🎯 BUY @ $4045.00 | P&L: $2.33 | Balance: $1254.46 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:41.2✅ ADX:41.3✅
2025-10-25 22:40:23,368 | INFO | golden_backtest | #0577 🎯 BUY @ $4057.50 | P&L: $2.33 | Balance: $1256.79 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:48.9✅ ADX:37.7✅
2025-10-25 22:40:23,372 | INFO | golden_backtest | #0578 🎯 BUY @ $4058.20 | P&L: $2.43 | Balance: $1259.22 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:44.1✅ ADX:34.0✅
2025-10-25 22:40:23,385 | INFO | golden_backtest | #0579 🎯 BUY @ $4057.80 | P&L: $1.89 | Balance: $1261.11 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.0✅ ADX:24.8✅
2025-10-25 22:40:23,389 | INFO | golden_backtest | #0580 🎯 BUY @ $4057.20 | P&L: $1.89 | Balance: $1263.00 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:43.5✅ ADX:22.6✅
2025-10-25 22:40:23,393 | INFO | golden_backtest | #0581 🎯 BUY @ $4064.10 | P&L: $1.78 | Balance: $1264.79 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:50.0✅ ADX:21.5✅
2025-10-25 22:40:23,402 | INFO | golden_backtest | #0582 🎯 BUY @ $4072.90 | P&L: $1.88 | Balance: $1266.67 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:68.5✅ ADX:20.6✅
2025-10-25 22:40:23,575 | INFO | golden_backtest | #0583 🎯 BUY @ $4053.10 | P&L: $1.98 | Balance: $1268.65 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:63.7✅ ADX:20.6✅
2025-10-25 22:40:23,580 | INFO | golden_backtest | #0584 🎯 BUY @ $4061.50 | P&L: $1.46 | Balance: $1270.12 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:64.4✅ ADX:22.9✅
2025-10-25 22:40:23,584 | INFO | golden_backtest | #0585 🎯 BUY @ $4072.00 | P&L: $1.92 | Balance: $1272.04 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.1✅ ADX:24.4✅
2025-10-25 22:40:23,589 | INFO | golden_backtest | #0586 🎯 BUY @ $4066.10 | P&L: $1.66 | Balance: $1273.69 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.1✅ ADX:26.0✅
2025-10-25 22:40:23,593 | INFO | golden_backtest | #0587 🎯 BUY @ $4070.20 | P&L: $1.89 | Balance: $1275.58 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:67.9✅ ADX:28.3✅
2025-10-25 22:40:23,699 | INFO | golden_backtest | #0588 🎯 BUY @ $4135.30 | P&L: $1.90 | Balance: $1277.48 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:57.2✅ ADX:69.4✅
2025-10-25 22:40:23,703 | INFO | golden_backtest | #0589 🎯 BUY @ $4127.30 | P&L: $2.08 | Balance: $1279.56 | Reason: Golden Trend BUY: EMA Stack✅ MACD+✅ RSI:51.0✅ ADX:62.4✅
